sample_barcode,patient_barcode,CNV_PC1,CNV_PC2,CNV_PC3,CNV_PC4,CNV_PC5,CNV_PC6,CNV_PC7,CNV_PC8,CNV_PC9,CNV_PC10,CNV_PC11,CNV_PC12,CNV_PC13,CNV_PC14,CNV_PC15,CNV_PC16,CNV_PC17,CNV_PC18,CNV_PC19,CNV_PC20,CNV_PC21,CNV_PC22,CNV_PC23,CNV_PC24,CNV_PC25,CNV_PC26,CNV_PC27,CNV_PC28,CNV_PC29,CNV_PC30
TCGA-BR-7716-01,TCGA-BR-7716,25.325912984940093,-24.510935345060993,-11.228510033989641,22.802988388052864,-26.589824141263033,9.027921189639597,-8.583878863801113,-17.466421126589275,-16.10724100534006,17.13613392305681,-2.0936334314285228,7.830279041037992,-0.45565006059948493,-1.5696891900445875,-0.7085923492344051,-13.3159734194765,2.0819673186966,-2.515271499930245,6.913281300205364,-1.565499042792026,0.024759523276535716,-3.2437058757119397,-7.5416794775007165,0.9156369266287028,-2.5927740247187443,-6.1855926551967135,4.647909347373598,-2.006428758856922,-2.0155696214290986,2.415761475327753
TCGA-BR-7717-01,TCGA-BR-7717,-25.574157293025625,16.003776945157913,19.168546487958444,9.131902395010323,14.130177442234364,2.340637612007617,-6.203573576677828,12.446869331928493,-4.16939636410038,5.17380652189798,-6.81155953116926,-0.37862892516650587,14.612348046639054,31.63011915374347,-7.50135594757419,-0.18642762172091504,-1.983546596648357,2.0314344552126102,12.7265674295872,-1.958414941504275,3.063532818572627,3.8837468135028064,2.240842477766897,1.2311392781936552,9.01614647861217,1.2610084590598498,-1.0937402091621096,4.004570900511337,-8.257350636882865,-0.2277961674630832
TCGA-BR-7722-01,TCGA-BR-7722,3.974195393752025,6.8607136267014335,2.0601883788470494,-11.426447150047478,-7.149839916353428,-13.61132294301419,2.9220838130747975,-0.3511180492158205,-3.5436287547745993,-1.5831097081902743,-4.28944418311975,7.35135855703447,6.163759603960199,-6.23056756464959,-5.730248100897005,-2.34688107430224,2.439054171134526,-2.315246244402793,1.1981472273691458,-0.5043879299145702,-3.3416380563261927,-0.19293808410729554,1.5021336476853664,2.2418324672848846,-1.969378898646532,-0.6329016494619161,-2.359347733274454,-1.4152434745757339,3.2608182596220256,4.239278569781523
TCGA-BR-7723-01,TCGA-BR-7723,48.90075618173471,14.147024714638599,20.58134530313957,-25.262853137610616,15.88508192984164,-25.47518907466295,16.078961272377935,0.08812533310349331,-5.9486671510546625,0.7705891103853774,-5.3634122137545726,5.919901623867484,2.59782222017337,-5.40908311971514,-2.5388374543987675,4.759548821293635,-3.414070507396624,2.0114056651465924,-3.20644184256998,7.070883829891679,-1.791423204850625,5.509709352102779,-0.7197838296783842,1.0108033912360173,-4.672099716538162,1.4522774314201419,2.3798764680935967,1.7018290049171014,2.6657643399368243,0.8883751424905575
TCGA-BR-7851-01,TCGA-BR-7851,2.0075061725991046,7.873842209527641,-1.2804207751390921,9.09808139775311,-11.416772991566367,-5.95487993873957,4.168345209606879,2.879712538245106,-1.0602260360423232,-3.8145346263783377,-0.8853171358957653,-0.6519702126684349,-2.083929781512527,-1.6207566631156998,-0.3485794178371704,0.9287308360006776,0.48355490106085164,1.2767427180111548,-0.03570357743634763,-0.893396903357308,1.9342547533729415,1.1609150411715061,0.5317284177997261,0.9002300605166076,0.19806602142212662,0.3440986352765594,-1.1012754378424081,-0.7277029996268801,0.6659166090579894,-0.14742803676785945
TCGA-BR-7901-01,TCGA-BR-7901,28.36569001895528,3.1187099540109857,-9.62909976635102,-9.59178228579414,5.208249655882726,-22.200510448506318,-10.92214599716527,-3.7443767577103584,-15.160198137723649,7.074695950948629,1.9919460387939387,12.306475774342712,-9.531041332017017,3.5635706346814304,-8.684396649887761,5.434291583256085,6.079651184206043,1.3716035878168447,0.8633589684424653,-0.6802060746374917,4.96617772475859,-0.8783229412299283,-1.5366331988116546,-6.332827916219827,5.737506662030151,5.8471952481964475,8.544889907275673,-6.787704319395893,7.694364341789092,0.18135849727105344
TCGA-BR-7957-01,TCGA-BR-7957,-2.331054759863811,12.127111729417162,-20.6247621302175,1.6292380156951587,-1.5386050523544765,18.88306275178278,10.241750055439434,1.4032376111605742,-2.0046758550148875,3.364896620603583,0.2771314139973459,-2.645440164653414,-0.9050882855729778,0.07750149960103517,0.9887367538199247,-3.0687903635385623,0.24004680017377292,-0.3902424414969099,-0.6326424997574199,-0.600751835121911,0.6542482001702068,1.6643613497312817,0.42506652055718347,-0.2160517507920732,-1.047658103148755,1.0740209473213431,-0.35841282012474407,-0.5564294893598208,-0.5688604147957564,-0.11242463367783993
TCGA-BR-7958-01,TCGA-BR-7958,-1.964499646897256,-16.48094933382366,13.539661688629021,-24.07196251223224,-12.722002274791839,-19.429416085668837,17.79881845422167,-38.03824200137762,13.319335820248233,12.28921675445732,6.541372508730912,-4.17694426381139,2.607710679643567,3.302697620790149,5.565764813762722,-2.463659718136405,-2.6439464440967915,10.014770046421832,6.488299110878459,-2.6335313406161602,-10.406764831701311,3.9160366908416533,-7.372729720912775,10.506978457635451,-1.3337817263434626,1.528292298383012,19.452243781681485,-2.839871018722561,-12.37684541214816,6.414726381981972
TCGA-BR-7959-01,TCGA-BR-7959,-11.642790708176223,-3.9300899676579517,28.44691217146265,22.072405394556522,-12.742833484585496,11.141060185604873,-17.988614153795513,20.518055014345048,8.542511698190976,-20.66604558694013,-17.967288190923394,6.175414968628881,4.3929031275575,14.269881153519304,-1.8015724988167034,-3.241214654208297,-8.345933722853603,4.8417582825467615,1.221218557034661,8.019361432097922,7.218144335720659,-11.48093420402147,2.3330278758761747,8.048113485189281,-2.86510259711941,-1.159926491534114,-6.01469046823808,-2.6105302794002183,1.0637191772392245,0.9965749641192225
TCGA-BR-8058-01,TCGA-BR-8058,30.325993255941448,-2.266489249296721,-13.28065822662697,9.360100113453925,-5.818265095480141,-9.245224648932913,0.7835222182400123,-1.120481487203469,-3.345159124835981,-4.561929814574889,-2.025099002236122,-1.3086001089028398,-6.373071439331503,4.848646417779482,-7.86265616674763,2.017596125924487,5.246131368085126,1.9063823532625235,2.3411118798880564,-0.5665182678780313,2.861586741162459,0.2952544132052011,0.5573414904422563,2.159557317541865,3.340299188114092,1.536892331974626,-2.0070470010805352,-2.093975243842537,-0.5779989202059903,1.644475961445006
TCGA-BR-8059-01,TCGA-BR-8059,-10.739610690097745,-22.712545169663684,-0.535548239777826,-31.925243973344916,-8.419244939034737,-16.348586561495285,3.1965968821257267,-1.2489713357391738,0.5284570351007398,-1.677387483460034,-11.119358930075556,-1.9901084603478343,-2.3679097179424913,0.043170966908173826,11.785563620629397,-2.101282722227312,-5.157871106190932,-2.8909453269373913,2.611293457420155,0.8410120142738255,-0.7177418488027546,-3.5559508131303366,0.41373077229423366,0.4951343626026858,-4.170270670971704,-4.031550176796074,-1.0102479331834104,-5.75781179090977,3.8006699855834776,3.0885478124295407
TCGA-BR-8060-01,TCGA-BR-8060,4.161205946499138,15.033134442789592,31.970488451304487,-21.783486603314476,14.21840501964203,11.935120067159628,-18.279945562056483,14.471003901946462,-1.7438468662661655,-14.387441024103103,-6.178323791282395,1.9387676614030254,12.053111025875575,7.662373064645948,-1.8474369039861143,8.357599422004423,18.65106651656382,-10.97461581109193,-17.780605123048538,7.958405460036034,16.06317691002928,8.598257630979308,-2.059682717776581,0.7374471461819844,-6.837240368741598,-9.99167919689223,2.285155110323268,1.2132120972762317,-6.051924651848231,3.4975255622534145
TCGA-BR-8080-01,TCGA-BR-8080,-28.687279239125743,14.104871128121323,25.375063393379822,18.50808188606341,-4.252212526518416,-23.147442924084753,-1.0578386972644411,-12.771016937371039,7.839522191586672,6.213430787336826,8.688301093884924,-1.99463898712746,0.21865427692144285,-2.963447429725311,4.267409904487284,-2.056819081570189,3.554921816291121,3.8461432959099384,-8.781463937441538,2.3721674668946533,-0.8370187694622837,2.162642553172768,6.195400468822911,0.7486813332699509,2.4425046189692297,-0.41455643433368805,-4.797598680787145,-0.9441435861353072,-0.20721000010144563,0.9497172380790418
TCGA-BR-8081-01,TCGA-BR-8081,2.10018926056561,7.925609282722718,-1.1860362691800752,9.034235716114768,-11.359975491105777,-6.053287052754522,3.9990530902850776,2.8295375815579886,-1.0371861602577537,-3.6713746156841762,-0.9516216408596747,-0.4522555344454723,-1.9355929007138841,-1.831154770887697,-0.5517354044788152,0.9633872490232764,0.4328374395648427,1.2937541347595243,-0.10247462845191431,-0.7436694832608073,1.9158447996289127,1.2390478740755109,0.2794834434091694,0.9301937029769523,0.06726575758473644,0.508650482805371,-1.151486755025366,-0.9278289157824169,0.6978483231379479,-0.08996417862297648
