sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-D7-6820-01,TCGA-D7-6820,1189,0.5459136822773186
TCGA-D7-6525-01,TCGA-D7-6525,1182,0.5426997245179064
TCGA-FP-A8CX-01,TCGA-FP-A8CX,1518,0.696969696969697
TCGA-IN-A6RJ-01,TCGA-IN-A6RJ,1468,0.6740128558310376
TCGA-BR-A4J1-01,TCGA-BR-A4J1,1345,0.6175390266299358
TCGA-VQ-A8PK-01,TCGA-VQ-A8PK,1272,0.5840220385674931
TCGA-B7-A5TI-01,TCGA-B7-A5TI,1371,0.6294765840220385
TCGA-IN-A6RO-01,TCGA-IN-A6RO,1546,0.7098255280073462
TCGA-BR-6563-01,TCGA-BR-6563,1506,0.6914600550964187
TCGA-HU-8602-01,TCGA-HU-8602,1441,0.6616161616161617
TCGA-CD-8525-01,TCGA-CD-8525,1344,0.6170798898071626
TCGA-BR-A4J4-01,TCGA-BR-A4J4,1570,0.7208448117539027
TCGA-HU-A4GU-01,TCGA-HU-A4GU,1510,0.6932966023875115
TCGA-EQ-8122-01,TCGA-EQ-8122,1312,0.6023875114784206
TCGA-BR-6803-01,TCGA-BR-6803,1307,0.6000918273645547
TCGA-FP-7735-01,TCGA-FP-7735,1334,0.6124885215794307
TCGA-VQ-A8PO-01,TCGA-VQ-A8PO,1384,0.63544536271809
TCGA-BR-7901-01,TCGA-BR-7901,1399,0.6423324150596877
TCGA-BR-A4J8-01,TCGA-BR-A4J8,1354,0.6216712580348944
TCGA-BR-6710-01,TCGA-BR-6710,1385,0.6359044995408631
TCGA-VQ-AA6F-01,TCGA-VQ-AA6F,1386,0.6363636363636364
TCGA-BR-8588-01,TCGA-BR-8588,1436,0.6593204775022957
