sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-MX-A666-01,TCGA-MX-A666,89620,0.18456393115818912
TCGA-BR-7717-01,TCGA-BR-7717,89550,0.1844197727651845
TCGA-BR-A4PF-01,TCGA-BR-A4PF,90984,0.1873729604161647
TCGA-BR-A4IU-01,TCGA-BR-A4IU,93103,0.1917368409129757
TCGA-VQ-A8PX-01,TCGA-VQ-A8PX,89557,0.18443418860448496
TCGA-BR-A4IV-01,TCGA-BR-A4IV,91899,0.1892573165532964
TCGA-D7-A6EX-01,TCGA-D7-A6EX,89878,0.18509525780669184
TCGA-BR-A4IZ-01,TCGA-BR-A4IZ,90260,0.18588195075137415
TCGA-BR-A4J9-01,TCGA-BR-A4J9,90127,0.1856080498046654
TCGA-CD-A4MJ-01,TCGA-CD-A4MJ,89979,0.18530325777374135
TCGA-B7-A5TN-01,TCGA-B7-A5TN,89686,0.18469985192873634
TCGA-BR-7715-01,TCGA-BR-7715,89557,0.18443418860448496
TCGA-BR-7704-01,TCGA-BR-7704,89839,0.1850149409877321
TCGA-BR-A4J1-01,TCGA-BR-A4J1,92854,0.19122404891500216
TCGA-HU-A4GP-01,TCGA-HU-A4GP,92910,0.19133937562940584
TCGA-D7-A4YY-01,TCGA-D7-A4YY,91122,0.1876571583909452
TCGA-VQ-AA6G-01,TCGA-VQ-AA6G,89732,0.1847945845869965
TCGA-HU-A4GJ-01,TCGA-HU-A4GJ,92722,0.19095220737390775
TCGA-CD-A4MI-01,TCGA-CD-A4MI,93689,0.19294365260298574
TCGA-BR-7196-01,TCGA-BR-7196,89554,0.18442801038764192
TCGA-BR-6563-01,TCGA-BR-6563,89527,0.18437240643605443
TCGA-VQ-A924-01,TCGA-VQ-A924,89570,0.18446096087747155
TCGA-BR-7716-01,TCGA-BR-7716,89818,0.18497169346983075
TCGA-FP-7735-01,TCGA-FP-7735,89594,0.18451038661221597
TCGA-BR-7723-01,TCGA-BR-7723,89615,0.18455363413011736
TCGA-HU-A4H8-01,TCGA-HU-A4H8,91021,0.1874491584238957
TCGA-IN-A6RJ-01,TCGA-IN-A6RJ,90395,0.1861599705093116
